{'session_id': 'fbf23aa1cb1040cc9ee8c33ea5e0a86b'}
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=0 | lang= text='' full='' | finalized=[]
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 pro。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 pro。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕一直是黑。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕一直是黑的。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕一直是黑的，可能。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=False is_speech=False silence_ms=500.0 seg=7 | lang=Chinese text='我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。']
[vad] is_start=False is_end=True is_speech=False silence_ms=0.0 seg=7 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=8 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=8 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=False silence_ms=0.0 seg=8 | lang=Chinese text='' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=True is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务，顺便。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务，顺便。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务，顺便取一些 cash。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务，顺便取一些 cash。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=False silence_ms=500.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务，顺便取一些 cash。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务，顺便取一些 cash。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=True is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务，顺便取一些 cash，之后。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务，顺便取一些 cash，之后。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务，顺便取一些 cash，之后再去查。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务，顺便取一些 cash，之后再去查。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务，顺便取一些 cash，之后再去超市。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务，顺便取一些 cash，之后再去超市。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
[vad] is_start=False is_end=False is_speech=True silence_ms=0.0 seg=8 | lang=Chinese text='我需要去银行办理一些业务，顺便取一些 cash，之后再去超市买点生活用。' full='今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。我喜欢喝咖啡，尤其是在早上的时候，来一杯拿铁，配上一些小点心，很惬意。我想买一本关于 machine learning 的书，有推荐的吗？最好是入门级别，通俗易懂的。今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。我需要去银行办理一些业务，顺便取一些 cash，之后再去超市买点生活用。' | finalized=['今天天气真好，阳光洒在窗户上。我坐在电脑前写 code，感觉心情很愉快。', '我喜欢喝咖啡，尤其是在早上的时候。', '来一杯拿铁，配上一些小点心，很惬意。', '我想买一本关于 machine learning 的书，有推荐的吗？', '最好是入门级别，通俗易懂的。', '今天的会议取消了，大家可以放松一下，下午继续 work，效率反而更高。', '我最近在学 piano，老师说我进步很明显，继续练习，明年可以参加比赛了。', '我的电脑出了 problem，开机后屏幕一直是黑的，可能需要送去维修店检查。']
